game_id,team_id,sub_count,avg_sub,total_shots_secondHalf,total_sub_time,shots_before_avgSub,shots_after_avgSub,spm_before,spm_after,spm_diff
1834247,36,3,75.33333333333333,17.0,44,8.0,9.0,0.2637362637362638,0.6136363636363634,0.3499000999000996
1834247,134,5,84.6,5.0,40,4.0,1.0,0.10101010101010102,0.18518518518518498,0.08417508417508396
1834248,44,5,72.0,14.0,90,10.0,4.0,0.37037037037037035,0.2222222222222222,-0.14814814814814814
1834248,45,5,72.6,2.0,87,2.0,0.0,0.07246376811594205,0.0,-0.07246376811594205
1834249,109,5,74.4,6.0,78,1.0,5.0,0.03401360544217687,0.32051282051282065,0.2864992150706438
1834249,7614,5,68.2,7.0,109,6.0,1.0,0.2586206896551724,0.045871559633027525,-0.21274913002214485
1834250,37,5,80.8,11.0,46,7.0,4.0,0.19553072625698326,0.43478260869565205,0.2392518824386688
1834250,45,5,67.4,3.0,113,1.0,2.0,0.04464285714285713,0.08849557522123896,0.043852718078381835
1834251,42,2,85.0,4.0,10,4.0,0.0,0.1,0.0,-0.1
1834251,44,4,64.5,5.0,102,3.0,2.0,0.15384615384615385,0.0784313725490196,-0.07541478129713425
1834252,1206,5,60.4,7.0,148,3.0,4.0,0.19480519480519481,0.13513513513513511,-0.0596700596700597
1834252,1211,5,74.2,10.0,79,5.0,5.0,0.17123287671232876,0.3164556962025317,0.14522281949020296
1834253,4852,5,72.4,9.0,88,6.0,3.0,0.21897810218978098,0.1704545454545455,-0.04852355673523548
1834253,7614,5,73.6,6.0,82,4.0,2.0,0.1398601398601399,0.12195121951219508,-0.01790892034794482
1834254,283,5,64.8,6.0,126,0.0,6.0,0.0,0.23809523809523808,0.23809523809523808
1834254,796,5,77.0,4.0,65,3.0,1.0,0.09375,0.07692307692307693,-0.016826923076923073
1834255,41,5,65.6,5.0,122,0.0,5.0,0.0,0.2049180327868852,0.2049180327868852
1834255,50,5,73.6,10.0,82,8.0,2.0,0.2797202797202798,0.12195121951219508,-0.15776906020808473
1834256,42,5,76.4,10.0,68,4.0,6.0,0.1273885350318471,0.4411764705882355,0.3137879355563884
1834256,50,5,74.0,5.0,80,3.0,2.0,0.10344827586206896,0.125,0.021551724137931036
1834257,109,5,62.8,10.0,136,4.0,6.0,0.22471910112359555,0.2205882352941176,-0.004130865829477942
1834257,134,5,76.4,8.0,68,5.0,3.0,0.15923566878980888,0.22058823529411775,0.06135256650430887
1834258,42,5,70.0,4.0,103,3.0,1.0,0.12,0.05,-0.06999999999999999
1834258,1730,5,67.6,4.0,112,1.0,3.0,0.04424778761061948,0.1339285714285714,0.08968078381795191
1834259,134,5,65.2,8.0,124,3.0,5.0,0.14851485148514848,0.20161290322580647,0.05309805174065799
1834259,1730,4,65.75,9.0,97,6.0,3.0,0.2891566265060241,0.12371134020618557,-0.1654452862998385
1834260,33,4,69.0,8.0,84,4.0,4.0,0.16666666666666666,0.19047619047619047,0.023809523809523808
1834260,1206,5,65.6,8.0,122,2.0,6.0,0.09708737864077673,0.24590163934426224,0.14881426070348552
1834261,33,3,77.0,10.0,39,8.0,2.0,0.25,0.15384615384615385,-0.09615384615384615
1834261,37,3,72.66666666666667,7.0,52,3.0,4.0,0.10843373493975902,0.23076923076923084,0.12233549582947181
1834262,44,4,71.0,4.0,76,3.0,1.0,0.11538461538461539,0.05263157894736842,-0.06275303643724697
1834262,796,5,66.6,5.0,117,2.0,3.0,0.09259259259259262,0.12820512820512817,0.03561253561253555
1834263,796,5,67.6,10.0,112,4.0,6.0,0.17699115044247793,0.2678571428571428,0.09086599241466486
1834263,7614,5,76.4,6.0,68,5.0,1.0,0.15923566878980888,0.07352941176470591,-0.08570625702510297
1834264,219,4,68.5,8.0,86,4.0,4.0,0.1702127659574468,0.18604651162790697,0.01583374567046017
1834264,796,5,71.8,8.0,91,1.0,7.0,0.0373134328358209,0.3846153846153846,0.3473019517795637
1834265,44,5,71.2,6.0,94,4.0,2.0,0.15267175572519082,0.10638297872340427,-0.046288777001786546
1834265,4852,5,66.2,5.0,119,3.0,2.0,0.14150943396226412,0.08403361344537816,-0.05747582051688596
1834266,33,5,78.6,8.0,60,3.0,5.0,0.0892857142857143,0.43859649122806993,0.3493107769423556
1834266,109,4,72.75,12.0,69,10.0,2.0,0.36036036036036034,0.11594202898550725,-0.24441833137485308
1834267,283,4,77.0,7.0,52,7.0,0.0,0.21875,0.0,-0.21875
1834267,4852,5,74.6,4.0,78,2.0,2.0,0.06756756756756759,0.12987012987012983,0.062302562302562245
1834268,219,3,78.66666666666667,4.0,34,4.0,0.0,0.11881188118811879,0.0,-0.11881188118811879
1834268,283,5,75.4,6.0,73,3.0,3.0,0.09868421052631578,0.2054794520547946,0.10679524152847882
1834269,36,5,76.8,9.0,66,6.0,3.0,0.18867924528301888,0.22727272727272724,0.038593481989708356
1834269,1211,5,73.4,8.0,83,2.0,6.0,0.0704225352112676,0.36144578313253023,0.29102324792126266
1834270,36,4,76.75,14.0,53,9.0,5.0,0.28346456692913385,0.37735849056603776,0.09389392363690391
1834270,7614,5,68.8,5.0,106,3.0,2.0,0.12605042016806725,0.09433962264150943,-0.031710797526557824
1834271,36,4,71.0,14.0,76,9.0,5.0,0.34615384615384615,0.2631578947368421,-0.08299595141700405
1834271,45,5,75.0,5.0,75,3.0,2.0,0.1,0.13333333333333333,0.033333333333333326
1834272,50,5,58.4,14.0,158,3.0,11.0,0.2238805970149254,0.3481012658227848,0.12422066880785937
1834272,109,5,70.4,6.0,98,2.0,4.0,0.07874015748031495,0.20408163265306128,0.12534147517274635
1834273,41,5,64.6,17.0,127,4.0,13.0,0.20408163265306128,0.5118110236220471,0.3077293909689858
1834273,219,5,70.4,3.0,98,2.0,1.0,0.07874015748031495,0.05102040816326532,-0.027719749317049625
1834274,37,5,57.8,16.0,161,3.0,13.0,0.23437500000000006,0.40372670807453415,0.1693517080745341
1834274,41,5,72.2,2.0,89,2.0,0.0,0.07352941176470587,0.0,-0.07352941176470587
1834275,283,5,58.8,9.0,156,2.0,7.0,0.1449275362318841,0.22435897435897434,0.07943143812709025
1834275,1730,5,72.4,7.0,88,5.0,2.0,0.1824817518248175,0.11363636363636367,-0.06884538818845382
1834276,37,5,70.2,5.0,99,0.0,5.0,0.0,0.25252525252525254,0.25252525252525254
1834276,50,5,71.0,6.0,95,2.0,4.0,0.07692307692307693,0.21052631578947367,0.13360323886639675
1834277,44,4,70.5,9.0,82,5.0,4.0,0.19607843137254902,0.20512820512820512,0.009049773755656104
1834277,283,4,80.75,6.0,37,4.0,2.0,0.11188811188811189,0.21621621621621623,0.10432810432810434
1834278,45,5,78.4,11.0,61,7.0,4.0,0.20958083832335325,0.34482758620689674,0.1352467478835435
1834278,1211,5,60.8,9.0,146,3.0,6.0,0.18987341772151903,0.2054794520547945,0.015606034333275481
1834279,33,5,68.2,11.0,109,3.0,8.0,0.1293103448275862,0.3669724770642202,0.23766213223663402
1834279,45,5,62.6,10.0,137,1.0,9.0,0.056818181818181816,0.3284671532846716,0.27164897146648975
1834280,109,5,55.0,10.0,175,1.0,9.0,0.1,0.2571428571428571,0.1571428571428571
1834280,1211,5,78.2,5.0,60,4.0,1.0,0.12048192771084336,0.08474576271186443,-0.03573616499897893
1834281,1730,5,56.6,7.0,167,1.0,6.0,0.08620689655172413,0.17964071856287425,0.09343382201115012
1834281,4852,5,67.8,9.0,111,3.0,6.0,0.13157894736842107,0.27027027027027023,0.13869132290184916
1834282,42,5,64.8,5.0,126,3.0,2.0,0.15151515151515155,0.07936507936507936,-0.07215007215007219
1834282,219,5,77.4,11.0,63,7.0,4.0,0.21604938271604934,0.3174603174603176,0.10141093474426827
1834283,50,5,73.4,4.0,83,0.0,4.0,0.0,0.24096385542168683,0.24096385542168683
1834283,1730,5,61.2,6.0,144,1.0,5.0,0.061728395061728385,0.17361111111111113,0.11188271604938274
1834284,41,5,70.4,9.0,98,4.0,5.0,0.1574803149606299,0.2551020408163266,0.0976217258556967
1834284,134,5,61.2,6.0,144,2.0,4.0,0.12345679012345677,0.1388888888888889,0.015432098765432126
1834285,33,4,61.5,4.0,114,1.0,3.0,0.06060606060606061,0.10526315789473684,0.04465709728867623
1834285,42,5,73.0,9.0,89,6.0,3.0,0.21428571428571427,0.17647058823529413,-0.037815126050420145
1834286,37,5,58.2,11.0,159,6.0,5.0,0.4545454545454545,0.15723270440251574,-0.29731275014293873
1834286,1206,5,60.6,5.0,147,1.0,4.0,0.0641025641025641,0.1360544217687075,0.0719518576661434
1834287,219,4,75.75,7.0,57,5.0,2.0,0.16260162601626016,0.14035087719298245,-0.02225074882327771
1834287,7614,5,71.4,5.0,93,4.0,1.0,0.1515151515151515,0.05376344086021507,-0.09775171065493643
1834288,33,5,68.6,1.0,108,0.0,1.0,0.0,0.04672897196261681,0.04672897196261681
1834288,36,5,58.2,12.0,159,5.0,7.0,0.37878787878787873,0.22012578616352202,-0.1586620926243567
1834289,134,5,84.4,12.0,28,6.0,6.0,0.15228426395939085,1.0714285714285725,0.9191443074691816
1834289,4852,5,70.4,14.0,98,7.0,7.0,0.2755905511811023,0.35714285714285726,0.08155230596175495
1834290,41,5,73.6,7.0,82,4.0,3.0,0.1398601398601399,0.18292682926829262,0.043066689408152725
1834290,44,5,50.4,4.0,198,1.0,3.0,0.18518518518518523,0.07575757575757576,-0.10942760942760947
1834291,796,5,69.4,8.0,103,2.0,6.0,0.08196721311475408,0.2912621359223302,0.2092949228075761
1834291,1206,5,60.4,9.0,148,4.0,5.0,0.25974025974025977,0.16891891891891891,-0.09082134082134086
1834292,45,5,78.2,8.0,59,7.0,1.0,0.2108433734939759,0.08474576271186443,-0.12609761078211146
1834292,134,4,72.0,17.0,72,15.0,2.0,0.5555555555555556,0.1111111111111111,-0.4444444444444445
1834293,41,5,69.2,6.0,104,5.0,1.0,0.20661157024793386,0.04807692307692309,-0.1585346471710108
1834293,1206,5,63.8,7.0,131,2.0,5.0,0.10638297872340427,0.19083969465648853,0.08445671593308426
1834294,50,5,74.2,9.0,79,7.0,2.0,0.23972602739726026,0.1265822784810127,-0.11314374891624757
1834294,4852,5,63.4,3.0,133,1.0,2.0,0.05434782608695653,0.07518796992481203,0.0208401438378555
1834295,50,5,74.6,8.0,77,6.0,2.0,0.20270270270270274,0.12987012987012983,-0.07283257283257291
1834295,7614,5,66.2,6.0,119,2.0,4.0,0.09433962264150943,0.16806722689075632,0.07372760424924689
1834296,37,5,65.0,12.0,125,5.0,7.0,0.25,0.28,0.030000000000000027
1834296,42,5,63.8,0.0,131,0.0,0.0,0.0,0.0,0.0
1834297,1211,5,68.8,9.0,106,7.0,2.0,0.29411764705882354,0.09433962264150943,-0.19977802441731413
1834297,4852,3,73.66666666666667,10.0,49,6.0,4.0,0.2093023255813953,0.24489795918367355,0.03559563360227824
1834298,219,4,68.5,2.0,86,2.0,0.0,0.0851063829787234,0.0,-0.0851063829787234
1834298,1730,5,66.8,20.0,116,9.0,11.0,0.4128440366972478,0.4741379310344827,0.06129389433723492
1834299,36,2,75.0,10.0,30,7.0,3.0,0.23333333333333334,0.2,-0.033333333333333326
1834299,42,5,79.0,7.0,55,5.0,2.0,0.14705882352941177,0.18181818181818182,0.034759358288770054
1834300,796,5,64.4,3.0,128,1.0,2.0,0.0515463917525773,0.07812500000000001,0.02657860824742271
1834300,1211,5,63.8,5.0,131,2.0,3.0,0.10638297872340427,0.11450381679389311,0.008120838070488842
1834301,44,5,61.2,7.0,144,2.0,5.0,0.12345679012345677,0.17361111111111113,0.05015432098765436
1834301,1730,5,78.2,10.0,59,9.0,1.0,0.2710843373493976,0.08474576271186443,-0.18633857463753314
1834302,109,4,55.5,8.0,138,0.0,8.0,0.0,0.2318840579710145,0.2318840579710145
1834302,1206,5,65.8,7.0,121,3.0,4.0,0.14423076923076925,0.16528925619834708,0.02105848696757784
1834303,134,4,73.0,9.0,70,3.0,6.0,0.10714285714285714,0.35294117647058826,0.2457983193277311
1834303,219,4,67.75,12.0,89,7.0,5.0,0.3076923076923077,0.2247191011235955,-0.08297320656871221
1834304,283,4,76.25,7.0,55,5.0,2.0,0.16,0.14545454545454545,-0.014545454545454556
1834304,7614,5,65.4,6.0,123,2.0,4.0,0.09803921568627448,0.1626016260162602,0.0645624103299857
1834305,45,5,65.0,4.0,125,0.0,4.0,0.0,0.16,0.16
1834305,796,5,70.0,6.0,100,5.0,1.0,0.2,0.05,-0.15000000000000002
1834306,36,4,78.25,2.0,47,1.0,1.0,0.03007518796992481,0.0851063829787234,0.05503119500879859
1834306,37,4,75.75,11.0,57,9.0,2.0,0.2926829268292683,0.14035087719298245,-0.15233204963628583
1834307,37,5,65.0,8.0,125,2.0,6.0,0.1,0.24,0.13999999999999999
1834307,109,5,66.2,2.0,119,1.0,1.0,0.04716981132075471,0.04201680672268908,-0.0051530045980656344
1834308,1730,5,65.0,5.0,125,4.0,1.0,0.2,0.04,-0.16
1834308,7614,5,75.6,13.0,72,10.0,3.0,0.3267973856209151,0.20833333333333326,-0.11846405228758183
1834309,33,3,77.0,7.0,39,3.0,4.0,0.09375,0.3076923076923077,0.2139423076923077
1834309,283,3,77.33333333333333,7.0,38,6.0,1.0,0.18556701030927839,0.0789473684210526,-0.10661964188822579
1834310,44,5,73.0,12.0,85,5.0,7.0,0.17857142857142858,0.4117647058823529,0.23319327731092435
1834310,109,4,73.5,3.0,66,2.0,1.0,0.07017543859649122,0.06060606060606061,-0.009569377990430616
1834311,36,4,77.0,9.0,52,7.0,2.0,0.21875,0.15384615384615385,-0.06490384615384615
1834311,41,5,55.8,4.0,171,0.0,4.0,0.0,0.11695906432748537,0.11695906432748537
1834312,42,5,73.8,9.0,81,7.0,2.0,0.24305555555555558,0.12345679012345677,-0.11959876543209881
1834312,1211,5,51.8,4.0,191,1.0,3.0,0.14705882352941183,0.07853403141361257,-0.06852479211579926
1834313,37,5,71.0,9.0,95,4.0,5.0,0.15384615384615385,0.2631578947368421,0.10931174089068824
1834313,796,5,66.4,3.0,118,3.0,0.0,0.14018691588785043,0.0,-0.14018691588785043
1834314,50,5,65.4,5.0,123,2.0,3.0,0.09803921568627448,0.12195121951219515,0.023912003825920666
1834314,283,5,73.6,2.0,82,2.0,0.0,0.06993006993006995,0.0,-0.06993006993006995
1834315,44,3,79.0,10.0,36,10.0,0.0,0.29411764705882354,0.0,-0.29411764705882354
1834315,7614,5,69.0,2.0,105,0.0,2.0,0.0,0.09523809523809523,0.09523809523809523
1834316,33,4,78.25,3.0,47,1.0,2.0,0.03007518796992481,0.1702127659574468,0.140137577987522
1834316,41,5,73.2,12.0,84,6.0,6.0,0.21276595744680848,0.3571428571428572,0.14437689969604872
1834317,45,5,72.0,8.0,90,6.0,2.0,0.2222222222222222,0.1111111111111111,-0.1111111111111111
1834317,109,5,53.8,6.0,181,1.0,5.0,0.11363636363636367,0.13812154696132595,0.024485183324962273
1834318,219,5,62.6,4.0,137,2.0,2.0,0.11363636363636363,0.07299270072992702,-0.04064366290643662
1834318,4852,4,70.25,8.0,79,5.0,3.0,0.19801980198019803,0.1518987341772152,-0.046121067802982835
1834319,283,4,75.5,4.0,58,3.0,1.0,0.09836065573770492,0.06896551724137931,-0.029395138496325607
1834319,1211,5,68.6,6.0,107,3.0,3.0,0.12711864406779663,0.14018691588785043,0.013068271820053795
1834320,134,4,79.25,3.0,49,1.0,2.0,0.029197080291970802,0.18604651162790697,0.15684943133593618
1834320,796,5,66.6,5.0,117,0.0,5.0,0.0,0.2136752136752136,0.2136752136752136
1834321,50,5,70.6,6.0,97,5.0,1.0,0.19531250000000006,0.0515463917525773,-0.14376610824742275
1834321,219,4,74.75,7.0,63,2.0,5.0,0.06722689075630252,0.32786885245901637,0.26064196170271386
1834322,45,5,69.2,12.0,104,11.0,1.0,0.4545454545454545,0.04807692307692309,-0.4064685314685314
1834322,1206,4,69.75,4.0,81,2.0,2.0,0.08080808080808081,0.09876543209876543,0.01795735129068461
1834323,33,5,67.2,8.0,114,4.0,4.0,0.18018018018018014,0.1754385964912281,-0.004741583688952056
1834323,1730,4,70.5,1.0,78,1.0,0.0,0.0392156862745098,0.0,-0.0392156862745098
1834324,36,5,68.4,9.0,108,5.0,4.0,0.2136752136752136,0.18518518518518523,-0.02849002849002838
1834324,1206,5,66.0,4.0,120,1.0,3.0,0.047619047619047616,0.125,0.07738095238095238
1834325,42,5,56.4,14.0,168,7.0,7.0,0.6140350877192983,0.20833333333333331,-0.40570175438596495
1834325,134,5,70.8,8.0,96,4.0,4.0,0.1550387596899225,0.20833333333333331,0.05329457364341081
1834326,41,5,59.0,13.0,155,1.0,12.0,0.07142857142857142,0.3870967741935484,0.315668202764977
1834326,1211,5,56.0,3.0,170,2.0,1.0,0.18181818181818182,0.029411764705882353,-0.15240641711229946
1834327,1206,5,65.6,5.0,122,3.0,2.0,0.1456310679611651,0.08196721311475408,-0.06366385484641102
1834327,4852,5,71.8,10.0,91,5.0,5.0,0.1865671641791045,0.2747252747252747,0.0881581105461702
1834328,41,4,67.0,16.0,92,4.0,12.0,0.18181818181818182,0.5217391304347826,0.33992094861660077
1834328,45,5,67.4,4.0,113,3.0,1.0,0.1339285714285714,0.04424778761061948,-0.08968078381795191
1834329,134,5,78.2,3.0,59,3.0,0.0,0.09036144578313252,0.0,-0.09036144578313252
1834329,7614,4,73.0,8.0,68,6.0,2.0,0.21428571428571427,0.11764705882352941,-0.09663865546218486
1834330,33,5,63.2,2.0,134,0.0,2.0,0.0,0.0746268656716418,0.0746268656716418
1834330,4852,5,71.8,12.0,91,7.0,5.0,0.2611940298507463,0.2747252747252747,0.013531244874528392
1834331,42,5,70.2,8.0,99,2.0,6.0,0.07936507936507936,0.3030303030303031,0.22366522366522373
1834331,1206,4,72.0,10.0,72,8.0,2.0,0.2962962962962963,0.1111111111111111,-0.18518518518518517
1834332,1211,4,68.0,7.0,88,4.0,3.0,0.17391304347826086,0.13636363636363635,-0.03754940711462451
1834332,1730,4,73.75,5.0,65,2.0,3.0,0.06956521739130435,0.18461538461538463,0.11505016722408028
1834333,44,5,64.0,1.0,130,0.0,1.0,0.0,0.038461538461538464,0.038461538461538464
1834333,219,4,85.25,7.0,19,5.0,2.0,0.12422360248447205,0.42105263157894735,0.2968290290944753
1834334,50,4,79.75,5.0,42,3.0,2.0,0.08633093525179857,0.1951219512195122,0.10879101596771364
1834334,796,5,75.0,5.0,75,4.0,1.0,0.13333333333333333,0.06666666666666667,-0.06666666666666667
1834335,36,3,75.0,6.0,45,4.0,2.0,0.13333333333333333,0.13333333333333333,0.0
1834335,109,5,74.6,10.0,79,6.0,4.0,0.20270270270270274,0.25974025974025966,0.05703755703755692
1834336,37,5,77.6,9.0,62,4.0,5.0,0.12269938650306751,0.4032258064516127,0.2805264199485452
1834336,283,4,82.0,1.0,32,1.0,0.0,0.02702702702702703,0.0,-0.02702702702702703
1834337,36,4,66.75,10.0,93,5.0,5.0,0.22988505747126436,0.21505376344086022,-0.014831294030404146
1834337,4852,5,58.6,2.0,157,0.0,2.0,0.0,0.06369426751592357,0.06369426751592357
1834338,41,5,75.6,11.0,72,5.0,6.0,0.16339869281045755,0.4166666666666665,0.25326797385620897
1834338,109,5,73.6,7.0,82,3.0,4.0,0.10489510489510491,0.24390243902439016,0.13900733412928523
1834339,37,5,81.0,20.0,48,14.0,6.0,0.3888888888888889,0.6666666666666666,0.27777777777777773
1834339,1730,5,65.4,0.0,123,0.0,0.0,0.0,0.0,0.0
1834340,44,5,76.0,12.0,70,11.0,1.0,0.3548387096774194,0.07142857142857142,-0.283410138248848
1834340,50,5,68.8,2.0,106,1.0,1.0,0.04201680672268908,0.04716981132075471,0.0051530045980656344
1834341,42,5,76.8,3.0,66,3.0,0.0,0.09433962264150944,0.0,-0.09433962264150944
1834341,45,4,78.25,8.0,47,8.0,0.0,0.24060150375939848,0.0,-0.24060150375939848
1834342,1211,4,76.25,10.0,55,7.0,3.0,0.224,0.21818181818181817,-0.0058181818181818334
1834342,7614,5,63.8,7.0,131,2.0,5.0,0.10638297872340427,0.19083969465648853,0.08445671593308426
1834343,33,5,74.4,4.0,80,2.0,2.0,0.06802721088435373,0.12820512820512825,0.060177917320774515
1834343,796,5,49.6,10.0,202,0.0,10.0,0.0,0.24752475247524752,0.24752475247524752
1834344,134,5,61.0,7.0,145,1.0,6.0,0.0625,0.20689655172413793,0.14439655172413793
1834344,283,3,80.33333333333333,12.0,31,5.0,7.0,0.14150943396226418,0.7241379310344824,0.5826284970722182
1834345,219,5,81.2,7.0,44,5.0,2.0,0.13812154696132595,0.22727272727272735,0.0891511803114014
1834345,1206,5,51.0,4.0,195,1.0,3.0,0.16666666666666666,0.07692307692307693,-0.08974358974358973
1834346,33,5,77.2,6.0,64,5.0,1.0,0.15527950310559005,0.07812500000000001,-0.07715450310559004
1834346,7614,5,58.8,7.0,156,0.0,7.0,0.0,0.22435897435897434,0.22435897435897434
1834347,37,4,58.25,10.0,127,3.0,7.0,0.22641509433962265,0.2204724409448819,-0.00594265339474076
1834347,44,4,62.75,2.0,109,1.0,1.0,0.056338028169014086,0.03669724770642202,-0.019640780462592065
